OBJECTID,KC_FAC_FID,KCPARKFID,SITENAME,SITETYPE,OWNER,OWNERTYPE,MANAGER,MANAGETYPE,MAINTD_BY,MAINTTYPE,SHAPE_Length,SHAPE_Area
953,2519,4232201,Crystal Springs Park,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,3960.19643699754,481044.4549345
954,2399,5213001,Cedar Lanes Park,Park Site,City of Auburn,City,City of Auburn,City,City of Auburn,City,2618.57337676022,367510.11308199
955,2407,3263401,Golden Gardens Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,23299.5602246506,4156349.94579786
956,2818,5250505,Cotton Hill Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,2003.04865143599,148745.580890737
957,15371,4231103,Skyway Farms,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,347.240118730214,6493.55973097373
958,7096,4250905,Park Home Circle,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,188.48756523625,2826.91240657724
959,5082,5260403,Bloomberg Hill Park,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,1313.35005426844,118475.354475035
960,2686,6241101,Beaver Lake Park,Park Site,City of Sammamish,City,City of Sammamish,City,City of Sammamish,City,8413.76693487202,3449560.53197075
961,6998,3262502,Broadview Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,361.053714995522,4323.1148753126
962,2415,3260101,Hillwood Park,Park Site,City of Shoreline,City,City of Shoreline,City,City of Shoreline,City,3123.81274104269,435238.51273242
963,2409,3261201,Shoreview Park,Park Site,City of Shoreline,City,City of Shoreline,City,City of Shoreline,City,6531.58501090581,2046542.62535556
964,7222,3242409,Camp Long,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,6954.31474437945,2375653.13025495
965,7290,5220603,Chestnut Ridge Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,1899.83788777436,147690.001202594
966,7114,3251505,Arapahoe Triangle,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,201.887837655923,1554.17845410949
967,7223,3242410,Rotary Viewpoint,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2759.96737190294,97614.5697801178
968,2625,5243001,Pioneer Park,Park Site,City of Mercer Island,City,City of Mercer Island,City,City of Mercer Island,City,15398.1438137374,4945299.71990813
969,2809,5231605,Cedar River Natural Zone,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,38213.8168668511,11889900.3803285
970,4550,4221002,Robert Morris Earthworks Park,Park Site,King County DOT,County,King County Cultural Resources Division,County,King County Cultural Resources Division,County,1944.328260764,195901.509295924
971,2453,3222201,Maury Island Marine Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,25421.99542161,14742691.4370712
972,4878,6200201,Bass Lake Complex Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,76420.2915186837,26203542.3063616
973,7063,4241902,Herrings House Park (Tualtwx),Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,4868.84455970061,662155.363807408
974,7230,3252205,Carleton Center,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,253.442784879739,3813.15006141325
975,5016,5242205,Forest Park - Lower Washout Way,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,6335.59652542673,457843.014484982
976,2653,5243002,Clarke Beach Park,Park Site,City of Mercer Island,City,City of Mercer Island,City,City of Mercer Island,City,2852.64136203267,377402.459119365
977,2526,4233401,Valley Ridge Park,Park Site,City of SeaTac,City,City of SeaTac,City,City of SeaTac,City,5016.83418156952,1206357.62149719
978,6993,3252505,Counterbalance Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,440.317795260359,12018.4536265658
979,6969,3251101,Thyme Patch Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,294.149377786838,4857.22991095689
980,5101,5253103,View Point Park - Medina,Park Site,City of Medina,City,City of Medina,City,City of Medina,City,201.818479900238,2533.2572406333
981,15403,5210703,Fly-in Lion,Park Site,Other King County,County,City of Auburn,City,City of Auburn,City,112.062935002609,789.289746262409
982,5048,5241404,The Heights Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,4033.76368686971,164944.015846063
983,3030,6223501,Black Diamond Open Space,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,139503.938750682,50670179.6956344
984,7967,5251105,Redmond Central Connector,Trail Site Regional,City of Redmond,City,City of Redmond,City,City of Redmond,City,41532.6132459846,1860182.80666138
985,5293,7210301,Landsburg Kanaskat Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,13864.2975575725,934658.427826138
986,2961,6262101,Redmond Watershed Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1288.60856804737,24501.1682410647
987,2951,5221002,Soos Creek To Lake Youngs Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2468.15900485223,20892.8674601715
988,2556,4230703,Puget Sound Park,Park Site,City of Burien,City,City of Burien,City,City of Burien,City,2110.17288438308,219304.483364031
989,2371,4241502,Mount Baker Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,14051.5083139119,952695.663639467
990,2773,5240101,Weowna Beach Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,12643.0890481146,3493079.89614182
991,2286,4243001,Riverview Playfield,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,6920.78653236617,1840739.11515978
992,8047,6202502,Middle Boise Creek Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,4044.15544132692,304829.478318104
993,14605,7202002,Little Lake Forest,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,14132.624022298,6763535.24213196
994,2490,4232002,Des Moines Memorial Park,Park Site,City of Burien,City,City of Burien,City,City of Burien,City,264.129217201956,1036.88739101016
995,5088,5260608,Skate Park,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,376.033540320115,8678.9668599863
996,7210,3243506,Katharine Colman Triangle,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,356.855941978403,4919.40345992825
997,5047,5241002,Sunset Ravine Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1995.30908210828,221304.651967212
998,7175,4241604,Cheasty GS: Cheasty Blvd,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,20005.2814928523,1734130.28353165
999,7044,4240508,Kobe Terrace,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1079.48823494791,44165.9707527852
1000,2530,4232303,Ikawa Park,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,481.044505478594,8791.70769710934
1001,7303,5223303,Sun Meadows Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,1214.62770295302,66493.8260812226
1002,7234,4242701,John C. Little Sr. Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,3201.66975533446,251089.062891526
1003,2638,5250502,Van Aalst Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1257.03584501465,69306.6149193427
1004,7009,4252001,I-5 Colonnade,Park Site,Washington State DOT,State,City of Seattle,City,City of Seattle,City,3008.72760097415,368861.9678363
1005,2437,8231003,E J Roberts Park,Park Site,City of North Bend,City,City of North Bend,City,City of North Bend,City,2468.14565522797,290495.24206
1006,2746,5232803,Cascade Park,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,3183.67694531688,476427.83339137
1007,2790,4252501,Medina Park,Park Site,City of Medina,City,City of Medina,City,City of Medina,City,4016.96423060437,747441.276222411
1008,2429,4212201,Lake Geneva Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,5787.66377479082,818034.190024506
1009,2573,4222501,Foster Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,2261.79824267978,240120.148270775
1010,7225,4253009,Highland Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,161.705984247018,1587.88457734535
1011,7226,3252308,Interbay Golf,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,6545.75118476744,1757262.05664896
1012,7152,4252911,Summit Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,134.564417241333,766.634482392127
1013,2328,5223002,Horsehead Bend Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,5543.21633447475,1520557.74537569
1014,2344,5231101,Coalfield Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,6208.94502946235,863647.062129851
1015,7202,4241508,Horton Hil Corridor,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,552.456147216377,12973.6549409125
1016,2304,4253301,Garfield Playfield,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2859.97715671927,408991.202386679
1017,2689,6243403,Community Center Park (Issaquah),Park Site,City of Issaquah,City,City of Issaquah,City,City of Issaquah,City,2555.18387575798,186509.471718472
1018,6927,6261311,Old Duvall Water Tank Site,Park Site,City of Duvall,City,City of Duvall,City,City of Duvall,City,1701.35973561352,116999.493950985
1019,8145,7251607,Carnation Off-Leash Dog Park,Park Site,City of Carnation,City,City of Carnation,City,City of Carnation,City,2189.630869242,291638.358875914
1020,3700,7223101,Ravensdale Retreat Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,19641.0766523921,6343494.16441302
1021,6974,3251002,Commodore Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2453.28027191458,200824.453857209
1022,7016,4252706,Howell Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,944.799463614284,37594.3287820949
1023,6934,4262902,Victory Creek Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1018.07404953193,43191.4949061806
1024,5012,5242306,Eaglesmere Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,2530.72631778213,145508.671954897
1025,3139,6261202,Dougherty Farmstead,Park Site,City of Duvall,City,City of Duvall,City,City of Duvall,City,4774.07407040364,956527.952532119
1026,4562,7201902,Ellenson Park,Park Site,City of Enumclaw,City,City of Enumclaw,City,City of Enumclaw,City,1558.55569880554,121931.611443819
1027,2707,5261602,South Norway Hill Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,2710.00441711275,425572.013984067
1028,7027,4253104,Regrade Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,456.003315086697,12960.0800130756
1029,2724,6210501,Covington Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,8662.66835929365,2432384.59599803
1030,2966,4223601,Interurban Trail Site - Auburn,Trail Site Regional,Puget Sound Energy,Other Government,King County Parks and Recreation,King County Parks,City of Auburn,City,43005.2321234318,639234.477965283
1031,2553,4221502,Green River Trail Site - Kent,Trail Site Regional,City of Kent,City,City of Kent,City,City of Kent,City,59796.3077158794,2689573.47167585
1032,2965,6223402,Green To Cedar Rivers Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,81705.6912224168,5779419.80053205
1033,2567,4223202,Wooten Park,Park Site,City of Des Moines,City,City of Des Moines,City,City of Des Moines,City,1120.23673106117,86959.436137508
1034,7218,7243002,Issaquah Preston Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,49893.7149267927,473379.862089855
1035,5391,3260205,Strandberg Preserve,Park Site,City of Shoreline,City,City of Shoreline,City,City of Shoreline,City,1589.92819791592,112413.227846189
1036,2417,3252501,Centennial Park,Park Site,Port of Seattle,Other Government,Port of Seattle,Other Government,Port of Seattle,Other Government,16520.1750458938,801268.222097081
1037,2591,5251102,Spiritbrook Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1074.04668392694,77451.9034296286
1038,7179,4240801,Beacon Hill Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1504.76385448038,128754.915685037
